1.000000,0.077431,0.088264,0.091716,0.062894,0.069398,0.066289,0.111566,0.107826,0.068573,0.094753,0.085591,0.107826,0.073874,0.111578,0.105005,0.078953,0.091027,0.087331,0.049180,0.100425,0.107619,0.104427,0.083826,0.099686,0.065742,0.108795,0.057346,0.130038,0.096440,0.073073,0.084425,0.101101,0.056344,0.093750,0.143787,0.081884,0.080214,0.091005,0.075194,0.087164,0.091047,0.089559,0.060713,0.108219,0.086138,0.125705,0.087416,0.122077,0.091978,0.067305,0.057486,0.069626,0.080026,0.083442,0.097528,0.031817,0.077839,0.102417,0.128912,0.085081,0.088185,0.074946,0.085908,0.057393,0.073798,0.111969,0.096070,0.076156,0.085563,0.085667,0.072198,0.120489,0.114903,0.099371,0.123623,0.123467,0.105597,0.077207,0.125517,0.106661,0.095156,0.098722,0.082039,0.120604,0.115409,0.113699,0.119965,0.102150,0.104878,0.091243,0.072564,0.117078,0.096759,0.097588,0.095372,0.114307,0.077215,0.123935,0.090568,0.078224,0.135642,0.091056,0.095750,0.067212,0.096692,0.060650,0.037823,0.068072,0.100813,0.089748,0.096056,0.078777,0.077287,0.115133,0.118652,0.132737,0.106752,0.098920,0.094266,0.106831,0.091553,0.093976,0.088960,0.092976,0.076257,0.111605,0.077057,0.112140,0.072333,0.113969,0.123540,0.082105,0.110207,0.055824,0.070189,0.084168,0.040717,0.073739,0.067921,0.115087,0.099651,0.101339,0.047793,0.116248,0.113498,0.079197,0.111442,0.096512,0.067344,0.082576,0.093532,0.106801,0.096816,0.081907,0.108437,0.082151,0.098770,0.084983,0.062815,0.073737,0.107927,0.068976,0.106307,0.093446,0.105066,0.098415,0.093310,0.068706,0.066721,0.099063,0.111209,0.067305,0.094288,0.101300,0.069943,0.129590,0.080334,0.069942,0.093022,0.133144,0.077535,0.109294,0.087239,0.077181,0.077805,0.102582,0.087479,0.099175,0.098611,0.080412,0.098802,0.099662,0.128117,0.054370,0.089821,0.114362,0.094254,0.127794,0.098825
0.077431,1.000000,0.157306,0.139178,0.116054,0.090883,0.104771,0.245061,0.212665,0.114204,0.155391,0.165430,0.174306,0.141737,0.209110,0.190163,0.133333,0.176382,0.148633,0.060233,0.165587,0.198671,0.221742,0.132587,0.179168,0.120977,0.187892,0.078478,0.255365,0.190679,0.134455,0.147436,0.150831,0.067145,0.163186,0.277699,0.139240,0.109084,0.130145,0.165502,0.145553,0.153414,0.144858,0.096467,0.182702,0.134020,0.240307,0.153836,0.231752,0.151612,0.129551,0.075004,0.131830,0.169858,0.121710,0.144737,0.067350,0.115504,0.202633,0.211589,0.159005,0.151031,0.106038,0.155693,0.085431,0.132280,0.209001,0.184292,0.111075,0.187348,0.143636,0.126625,0.234494,0.245952,0.179966,0.238225,0.259493,0.198758,0.141080,0.214140,0.215776,0.181102,0.186883,0.172887,0.207261,0.257571,0.231843,0.240011,0.159449,0.216386,0.160036,0.125364,0.246194,0.179815,0.181386,0.156217,0.223859,0.149246,0.228003,0.173453,0.133047,0.272496,0.147430,0.161780,0.135862,0.185408,0.089389,0.064274,0.085785,0.194262,0.164253,0.173904,0.144231,0.118030,0.221468,0.236340,0.237561,0.213654,0.155689,0.177367,0.194871,0.159425,0.185820,0.177280,0.174530,0.139736,0.216316,0.136259,0.212262,0.170617,0.206067,0.215101,0.138697,0.204313,0.082914,0.127965,0.145977,0.058637,0.104304,0.097484,0.201563,0.206486,0.233617,0.082197,0.213639,0.209415,0.111293,0.230523,0.158522,0.113131,0.138832,0.169929,0.186673,0.132273,0.128645,0.159976,0.177219,0.203825,0.132348,0.092307,0.121372,0.221364,0.095682,0.202193,0.164373,0.200400,0.172094,0.149800,0.116812,0.127598,0.155275,0.161767,0.123931,0.177736,0.167832,0.096599,0.243021,0.132391,0.131923,0.160431,0.248701,0.162235,0.226001,0.161403,0.122365,0.119682,0.164092,0.189621,0.153468,0.184230,0.117471,0.182143,0.150126,0.234850,0.069111,0.158196,0.235574,0.160692,0.250620,0.162954
0.088264,0.157306,1.000000,0.195087,0.124657,0.106986,0.073205,0.247292,0.200447,0.104015,0.145310,0.173055,0.193157,0.105138,0.227486,0.175569,0.171876,0.147055,0.151563,0.070188,0.198710,0.236914,0.188975,0.126577,0.231323,0.156729,0.197927,0.131339,0.258506,0.199338,0.101093,0.094197,0.201402,0.067201,0.178584,0.299381,0.168858,0.121398,0.157266,0.134010,0.152989,0.185060,0.136909,0.126296,0.254874,0.171029,0.237212,0.204296,0.220927,0.178789,0.118312,0.088857,0.150770,0.169080,0.116740,0.184736,0.087718,0.167574,0.151507,0.213406,0.190179,0.204343,0.117671,0.170892,0.091487,0.168211,0.201530,0.191598,0.150610,0.139322,0.153474,0.168000,0.195026,0.223476,0.202359,0.233423,0.262298,0.283959,0.214319,0.230961,0.199847,0.201869,0.217654,0.134098,0.192121,0.218040,0.221477,0.206907,0.182737,0.191749,0.128339,0.163830,0.245152,0.207720,0.228355,0.126844,0.215716,0.171340,0.231945,0.147557,0.180617,0.288499,0.150135,0.179470,0.122057,0.176913,0.081548,0.127301,0.086910,0.212447,0.172790,0.181713,0.159693,0.139560,0.251289,0.262716,0.240072,0.217293,0.174503,0.182385,0.166635,0.177129,0.211358,0.123960,0.148727,0.126935,0.236358,0.106939,0.224130,0.141738,0.181937,0.178611,0.150537,0.228370,0.077131,0.096248,0.164171,0.077711,0.119618,0.098907,0.218203,0.188018,0.178322,0.088332,0.238597,0.216194,0.119354,0.172015,0.185731,0.152079,0.136756,0.214393,0.197724,0.142768,0.152634,0.177914,0.203302,0.226446,0.152561,0.135510,0.122428,0.208883,0.083637,0.204671,0.180200,0.189317,0.195871,0.143010,0.142616,0.121834,0.214946,0.174492,0.157930,0.157039,0.169062,0.142349,0.229652,0.138787,0.173660,0.144157,0.286268,0.163148,0.251003,0.165147,0.156817,0.151368,0.179341,0.190637,0.196863,0.153969,0.150399,0.181352,0.154314,0.267829,0.075835,0.117968,0.259064,0.216206,0.263535,0.181010
0.091716,0.139178,0.195087,1.000000,0.108973,0.101658,0.083753,0.212846,0.205405,0.100662,0.146493,0.150508,0.203307,0.115679,0.200065,0.192838,0.167427,0.165119,0.146760,0.062118,0.191892,0.204415,0.189133,0.120994,0.196249,0.126087,0.216728,0.120083,0.254513,0.173779,0.117376,0.124843,0.194416,0.074261,0.175040,0.287768,0.154266,0.116367,0.134149,0.126363,0.142773,0.177093,0.142565,0.095954,0.237203,0.168904,0.235616,0.164683,0.230112,0.168978,0.117080,0.076007,0.116487,0.137489,0.122319,0.195644,0.071776,0.168757,0.170325,0.224835,0.158766,0.166381,0.112118,0.182552,0.096742,0.140654,0.211526,0.188099,0.136711,0.157384,0.158860,0.152805,0.203897,0.228113,0.191624,0.244291,0.243421,0.238243,0.176860,0.229199,0.200650,0.197342,0.219421,0.131239,0.211304,0.227506,0.230315,0.217905,0.164777,0.187335,0.142421,0.167336,0.225784,0.210300,0.186503,0.144936,0.221996,0.147341,0.220169,0.152689,0.150973,0.271925,0.155456,0.164053,0.133789,0.218355,0.086779,0.113628,0.087397,0.202338,0.181078,0.183043,0.139736,0.148345,0.220602,0.229970,0.247305,0.191940,0.169480,0.204409,0.180779,0.164619,0.161759,0.158231,0.170533,0.118685,0.238169,0.131674,0.225783,0.138398,0.183214,0.211923,0.144993,0.219923,0.079803,0.108908,0.147107,0.075337,0.117329,0.101114,0.221354,0.190142,0.190445,0.097567,0.226298,0.214665,0.122506,0.186968,0.175883,0.137542,0.150216,0.187766,0.201309,0.146622,0.154431,0.178262,0.186310,0.191816,0.159962,0.128268,0.117915,0.197889,0.091131,0.214171,0.167455,0.191927,0.172933,0.154123,0.128909,0.121751,0.180736,0.194724,0.127672,0.165170,0.199507,0.132346,0.233705,0.139572,0.143269,0.166010,0.283861,0.144140,0.232684,0.161795,0.173675,0.139891,0.169572,0.182753,0.190626,0.159495,0.136593,0.179121,0.156783,0.253093,0.069651,0.154898,0.236893,0.194838,0.237067,0.193598
0.062894,0.116054,0.124657,0.108973,1.000000,0.080043,0.064905,0.185286,0.202340,0.091204,0.118385,0.116134,0.136298,0.096540,0.165569,0.140837,0.115734,0.116364,0.113055,0.060230,0.119714,0.161066,0.136867,0.078797,0.153798,0.103049,0.139381,0.086792,0.213364,0.154376,0.075174,0.095779,0.135443,0.052850,0.152601,0.195270,0.125708,0.087812,0.108145,0.103484,0.104724,0.122463,0.115339,0.098835,0.143284,0.106515,0.168361,0.131196,0.161165,0.110250,0.095957,0.053944,0.110707,0.114668,0.081699,0.125129,0.063947,0.097958,0.113381,0.150362,0.123625,0.137247,0.078160,0.110249,0.075418,0.107478,0.146284,0.127097,0.082865,0.132867,0.114860,0.114440,0.157459,0.166233,0.146222,0.181914,0.190818,0.174983,0.148110,0.165185,0.143219,0.127303,0.150069,0.091483,0.155280,0.181645,0.177580,0.162614,0.128196,0.156926,0.110252,0.115397,0.179522,0.150517,0.137438,0.109335,0.170081,0.113970,0.178686,0.104181,0.119540,0.193392,0.106964,0.125568,0.121609,0.141914,0.067965,0.112451,0.067344,0.140241,0.128366,0.118072,0.106317,0.090365,0.139314,0.191766,0.162010,0.169380,0.121142,0.134158,0.139775,0.135732,0.137996,0.119141,0.115659,0.110445,0.152264,0.078633,0.166843,0.130887,0.147084,0.159170,0.097636,0.142450,0.063398,0.076836,0.115269,0.046726,0.068647,0.072853,0.136281,0.134608,0.157286,0.081499,0.140276,0.165128,0.105056,0.149475,0.114900,0.099501,0.103118,0.139446,0.144739,0.114842,0.108015,0.137410,0.135839,0.172021,0.128527,0.092671,0.094180,0.163383,0.080229,0.129640,0.112775,0.143503,0.117399,0.099262,0.105748,0.102109,0.119759,0.122019,0.114027,0.130534,0.113877,0.091202,0.167944,0.099419,0.127692,0.099269,0.180913,0.128026,0.162366,0.108848,0.110022,0.095340,0.127388,0.162404,0.154548,0.116492,0.108658,0.124450,0.101943,0.156812,0.059404,0.114420,0.183905,0.142142,0.185622,0.139856
0.069398,0.090883,0.106986,0.101658,0.080043,1.000000,0.067700,0.139212,0.139838,0.075009,0.105432,0.105835,0.127373,0.069965,0.123722,0.131310,0.094730,0.115754,0.104777,0.050127,0.120845,0.122611,0.131685,0.076736,0.131295,0.084425,0.133773,0.058429,0.168961,0.122399,0.083438,0.093172,0.129070,0.057548,0.120892,0.177083,0.097815,0.098682,0.104201,0.076736,0.099565,0.102769,0.113731,0.075800,0.125056,0.093435,0.147219,0.106218,0.148002,0.099477,0.079906,0.054921,0.087173,0.094960,0.095217,0.117790,0.048323,0.090481,0.116014,0.145145,0.105851,0.106757,0.078020,0.095602,0.069357,0.093190,0.130955,0.122048,0.085898,0.106764,0.106042,0.094067,0.138637,0.138258,0.127947,0.158778,0.165020,0.134315,0.115400,0.149166,0.136146,0.132931,0.119034,0.081446,0.138214,0.142324,0.159894,0.142593,0.115964,0.137201,0.099791,0.102305,0.154362,0.120074,0.125359,0.106811,0.152176,0.098885,0.155114,0.098733,0.095021,0.168651,0.105489,0.110385,0.099451,0.125613,0.066017,0.065961,0.073098,0.117304,0.109154,0.109664,0.088418,0.086225,0.125575,0.146899,0.161210,0.133328,0.116941,0.117468,0.126514,0.112028,0.114606,0.110597,0.110439,0.093245,0.132548,0.078467,0.140074,0.101757,0.126614,0.155405,0.093922,0.131184,0.062596,0.081908,0.097899,0.043882,0.073078,0.083756,0.119487,0.127742,0.124037,0.064030,0.126490,0.129694,0.093111,0.136764,0.104699,0.078150,0.090997,0.128421,0.123974,0.111206,0.109081,0.132812,0.098894,0.121076,0.098639,0.072033,0.086781,0.123593,0.073263,0.127600,0.116562,0.141149,0.105498,0.097602,0.079981,0.094066,0.114720,0.129506,0.083826,0.136707,0.113665,0.084015,0.161368,0.085419,0.081549,0.093444,0.162885,0.104650,0.138771,0.105646,0.097910,0.086636,0.126868,0.107866,0.126302,0.104962,0.091320,0.116042,0.107803,0.145734,0.058147,0.110917,0.128543,0.112637,0.152254,0.133097
0.066289,0.104771,0.073205,0.083753,0.064905,0.067700,1.000000,0.132638,0.116998,0.062985,0.113993,0.072865,0.148377,0.125761,0.099116,0.148612,0.084385,0.143628,0.077431,0.042121,0.132075,0.113637,0.131981,0.120137,0.089356,0.059414,0.141174,0.051156,0.148642,0.092385,0.128104,0.132826,0.095684,0.052912,0.088929,0.175165,0.089048,0.064561,0.082740,0.087426,0.102965,0.085396,0.098433,0.043188,0.129100,0.098564,0.160155,0.071662,0.129952,0.105255,0.075210,0.060365,0.062179,0.066173,0.101681,0.103500,0.032869,0.095629,0.129045,0.146986,0.071583,0.083636,0.071325,0.105177,0.055340,0.070265,0.114244,0.136747,0.072087,0.129656,0.110708,0.075168,0.156672,0.152266,0.095377,0.132593,0.140770,0.113930,0.087890,0.124943,0.147361,0.102138,0.109638,0.132062,0.149951,0.158710,0.130353,0.154516,0.088538,0.107684,0.139215,0.079638,0.144876,0.100124,0.085356,0.134378,0.151563,0.075783,0.115693,0.131186,0.074330,0.146272,0.127876,0.106188,0.097254,0.157331,0.071374,0.034381,0.060471,0.107634,0.113812,0.125004,0.086191,0.090704,0.135726,0.099709,0.142417,0.110000,0.099034,0.154645,0.152381,0.098467,0.069795,0.140672,0.114203,0.080726,0.132176,0.118723,0.130159,0.114294,0.144582,0.161583,0.097383,0.121638,0.064616,0.102282,0.070702,0.036691,0.084616,0.061716,0.142042,0.149956,0.146703,0.058896,0.162214,0.130953,0.080900,0.148747,0.102813,0.055448,0.105334,0.104886,0.118991,0.107393,0.110325,0.096194,0.099754,0.082589,0.105321,0.065763,0.110435,0.143833,0.067779,0.136251,0.097402,0.127253,0.099462,0.125082,0.052615,0.091258,0.086491,0.130442,0.057308,0.101716,0.152936,0.058995,0.162964,0.105602,0.068674,0.145903,0.170243,0.086231,0.107579,0.117957,0.086701,0.070828,0.109351,0.086432,0.092263,0.143800,0.075874,0.108222,0.102200,0.158584,0.043635,0.148753,0.118751,0.083680,0.127724,0.113160
0.111566,0.245061,0.247292,0.212846,0.185286,0.139212,0.132638,1.000000,0.381788,0.163184,0.250349,0.254487,0.322137,0.211883,0.377747,0.359931,0.215208,0.271416,0.250360,0.070316,0.278704,0.305571,0.430140,0.192044,0.308758,0.202695,0.313311,0.110634,0.500843,0.385779,0.196489,0.244813,0.283881,0.091758,0.255472,0.539750,0.200558,0.169854,0.252034,0.262136,0.247103,0.265447,0.267260,0.161060,0.324948,0.227530,0.423711,0.306388,0.405557,0.286436,0.206050,0.117049,0.204801,0.234847,0.205718,0.254263,0.080968,0.194571,0.400378,0.352811,0.226329,0.262784,0.132900,0.228531,0.123253,0.182781,0.371061,0.270274,0.181686,0.317411,0.289938,0.186796,0.414220,0.441671,0.322867,0.492100,0.510458,0.271593,0.281666,0.343120,0.382361,0.289384,0.289319,0.267391,0.373577,0.480957,0.483290,0.430369,0.267226,0.434299,0.241429,0.177595,0.465529,0.321844,0.349649,0.273462,0.468265,0.296965,0.437342,0.255086,0.185705,0.486448,0.263340,0.272056,0.185845,0.324480,0.126164,0.118075,0.123652,0.299646,0.310324,0.277925,0.243865,0.188014,0.351387,0.470908,0.431134,0.398005,0.249162,0.303022,0.327610,0.279485,0.397552,0.303514,0.283174,0.188147,0.310988,0.209686,0.380491,0.292200,0.301212,0.437892,0.203071,0.350731,0.115788,0.167301,0.232198,0.067844,0.175204,0.150881,0.314795,0.350084,0.412981,0.085991,0.355122,0.313599,0.174194,0.428305,0.285498,0.162041,0.223206,0.284032,0.289068,0.216960,0.198622,0.264625,0.260865,0.350322,0.212805,0.132057,0.167963,0.418077,0.139895,0.332451,0.332697,0.331631,0.290957,0.232949,0.169137,0.215824,0.247122,0.315935,0.185679,0.332187,0.302747,0.131437,0.441093,0.225975,0.172881,0.250453,0.448454,0.278624,0.337238,0.292866,0.184515,0.187647,0.303413,0.309657,0.308181,0.278169,0.158309,0.278713,0.232201,0.400867,0.089573,0.300788,0.407579,0.247383,0.468687,0.316179
0.107826,0.212665,0.200447,0.205405,0.202340,0.139838,0.116998,0.381788,1.000000,0.146336,0.237057,0.236865,0.284052,0.173859,0.338715,0.331074,0.202914,0.276537,0.227244,0.096921,0.232784,0.315606,0.326836,0.136509,0.282023,0.189813,0.301820,0.126049,0.515825,0.350701,0.170190,0.223064,0.285916,0.095594,0.290991,0.447006,0.216875,0.170229,0.219673,0.192836,0.206386,0.244989,0.250206,0.162295,0.285961,0.198230,0.382597,0.247461,0.365202,0.215644,0.183017,0.092476,0.215965,0.230498,0.174665,0.258257,0.087556,0.154952,0.303398,0.308354,0.233292,0.228072,0.124808,0.217023,0.120063,0.196385,0.320419,0.242917,0.149254,0.347654,0.241337,0.182796,0.368731,0.371656,0.288229,0.418994,0.436026,0.344451,0.264317,0.370750,0.318554,0.229680,0.306051,0.196121,0.334113,0.399946,0.404761,0.373877,0.268977,0.359768,0.239205,0.194750,0.384222,0.274378,0.248709,0.251221,0.375086,0.204428,0.415929,0.217122,0.187690,0.460531,0.231571,0.253801,0.192860,0.337713,0.118809,0.134172,0.112988,0.256543,0.265162,0.229142,0.191454,0.155978,0.267221,0.469258,0.378876,0.311151,0.244412,0.272639,0.292533,0.275145,0.278751,0.286083,0.260157,0.198337,0.303548,0.160665,0.362702,0.301999,0.302302,0.409541,0.187587,0.335014,0.122520,0.186184,0.235536,0.064315,0.131698,0.135284,0.259406,0.299036,0.333209,0.100763,0.289683,0.369045,0.221010,0.345173,0.230538,0.166314,0.198703,0.263799,0.305033,0.209291,0.181023,0.291886,0.220922,0.344674,0.249731,0.171409,0.180330,0.350030,0.144840,0.297720,0.242532,0.301792,0.236868,0.198130,0.186122,0.183759,0.248180,0.274889,0.189192,0.315632,0.250340,0.149899,0.401828,0.182063,0.219865,0.200505,0.392986,0.222143,0.284795,0.204859,0.212859,0.178168,0.279478,0.310287,0.335093,0.238857,0.208792,0.268956,0.201220,0.340366,0.096821,0.267316,0.360381,0.242423,0.391356,0.314103
0.068573,0.114204,0.104015,0.100662,0.091204,0.075009,0.062985,0.163184,0.146336,1.000000,0.115636,0.117006,0.119542,0.082554,0.147360,0.132247,0.092771,0.112306,0.114168,0.055553,0.114647,0.132883,0.144331,0.082496,0.136539,0.088901,0.129285,0.062473,0.172249,0.139282,0.084785,0.102108,0.121499,0.053484,0.113795,0.182860,0.096241,0.086063,0.099798,0.102210,0.107390,0.111314,0.108446,0.091010,0.113435,0.101494,0.157610,0.122393,0.150508,0.100173,0.095215,0.062368,0.100120,0.116313,0.092396,0.104852,0.054631,0.066747,0.135605,0.136418,0.110576,0.115839,0.072779,0.083555,0.068051,0.090265,0.146560,0.114498,0.080409,0.126577,0.094953,0.093663,0.152212,0.163323,0.131503,0.173153,0.177720,0.125188,0.122605,0.132867,0.148369,0.145548,0.120621,0.104823,0.143711,0.164691,0.166362,0.167033,0.135218,0.168612,0.100500,0.098597,0.157308,0.135445,0.131054,0.114511,0.153918,0.113637,0.169071,0.108125,0.091918,0.173855,0.111109,0.110182,0.094121,0.115944,0.070171,0.066896,0.066711,0.126910,0.123464,0.109222,0.098897,0.078613,0.142994,0.160795,0.157442,0.143460,0.114172,0.113804,0.126089,0.116020,0.139312,0.116742,0.115603,0.094897,0.136950,0.085959,0.152356,0.119650,0.132128,0.150364,0.090594,0.131043,0.058600,0.080838,0.115896,0.047845,0.070488,0.085144,0.131782,0.133651,0.153687,0.053649,0.128741,0.123793,0.095858,0.164044,0.114502,0.092729,0.092545,0.122649,0.122200,0.102799,0.098241,0.123993,0.121862,0.139968,0.090161,0.067779,0.087960,0.143614,0.079095,0.130085,0.126595,0.128770,0.111241,0.093493,0.096401,0.092875,0.107923,0.119799,0.100929,0.140998,0.110086,0.085874,0.154484,0.097107,0.099106,0.106378,0.161911,0.123592,0.149597,0.107931,0.095193,0.079448,0.119268,0.133064,0.123781,0.113234,0.083478,0.124167,0.102297,0.147558,0.056506,0.107796,0.164054,0.121324,0.171286,0.111457
