1.000000,0.426654,0.518339,0.547061,0.666613,0.493178,0.449468,0.462966,0.372038,0.622319,0.549368,0.743036,0.516999,0.776380,0.434929,0.535172,0.488032,0.529818,0.652115,0.452396
0.426654,1.000000,0.516117,0.428761,0.390727,0.430787,0.527077,0.542518,0.383376,0.490832,0.478210,0.422240,0.485841,0.461852,0.358753,0.476359,0.537463,0.525961,0.375646,0.527713
0.518339,0.516117,1.000000,0.522810,0.505176,0.472084,0.537599,0.653533,0.423143,0.566756,0.530796,0.522606,0.540766,0.527347,0.423066,0.545711,0.572904,0.570948,0.476796,0.642663
0.547061,0.428761,0.522810,1.000000,0.525583,0.427784,0.461219,0.487857,0.379252,0.577759,0.501085,0.528005,0.538233,0.556283,0.427942,0.513319,0.479535,0.531614,0.507183,0.477650
0.666613,0.390727,0.505176,0.525583,1.000000,0.400034,0.432292,0.439902,0.378946,0.598055,0.523489,0.628361,0.479500,0.648075,0.439976,0.524259,0.476409,0.505094,0.650371,0.434507
0.493178,0.430787,0.472084,0.427784,0.400034,1.000000,0.419475,0.453237,0.369558,0.459626,0.484428,0.500338,0.426377,0.471967,0.352372,0.446090,0.431545,0.432502,0.370609,0.447647
0.449468,0.527077,0.537599,0.461219,0.432292,0.419475,1.000000,0.555288,0.379318,0.528840,0.498112,0.449011,0.506228,0.484932,0.371633,0.496875,0.553654,0.532324,0.426191,0.536644
0.462966,0.542518,0.653533,0.487857,0.439902,0.453237,0.555288,1.000000,0.419024,0.537460,0.499648,0.462208,0.542472,0.491958,0.406396,0.508174,0.572093,0.569470,0.430280,0.676101
0.372038,0.383376,0.423143,0.379252,0.378946,0.369558,0.379318,0.419024,1.000000,0.379386,0.389052,0.379486,0.371848,0.362087,0.356334,0.380735,0.384191,0.386917,0.352464,0.415746
0.622319,0.490832,0.566756,0.577759,0.598055,0.459626,0.528840,0.537460,0.379386,1.000000,0.573049,0.588534,0.582565,0.629185,0.449703,0.595497,0.548860,0.612813,0.571396,0.515634
0.549368,0.478210,0.530796,0.501085,0.523489,0.484428,0.498112,0.499648,0.389052,0.573049,1.000000,0.542332,0.493795,0.532532,0.378172,0.563844,0.525682,0.500627,0.489822,0.482965
0.743036,0.422240,0.522606,0.528005,0.628361,0.500338,0.449011,0.462208,0.379486,0.588534,0.542332,1.000000,0.484022,0.721092,0.395643,0.539525,0.483235,0.507779,0.600969,0.458940
0.516999,0.485841,0.540766,0.538233,0.479500,0.426377,0.506228,0.542472,0.371848,0.582565,0.493795,0.484022,1.000000,0.551678,0.428478,0.508445,0.529074,0.583812,0.471360,0.519796
0.776380,0.461852,0.527347,0.556283,0.648075,0.471967,0.484932,0.491958,0.362087,0.629185,0.532532,0.721092,0.551678,1.000000,0.437324,0.547446,0.524623,0.558415,0.638355,0.486896
0.434929,0.358753,0.423066,0.427942,0.439976,0.352372,0.371633,0.406396,0.356334,0.449703,0.378172,0.395643,0.428478,0.437324,1.000000,0.377677,0.376129,0.438040,0.457426,0.404531
0.535172,0.476359,0.545711,0.513319,0.524259,0.446090,0.496875,0.508174,0.380735,0.595497,0.563844,0.539525,0.508445,0.547446,0.377677,1.000000,0.538852,0.514547,0.489685,0.500134
0.488032,0.537463,0.572904,0.479535,0.476409,0.431545,0.553654,0.572093,0.384191,0.548860,0.525682,0.483235,0.529074,0.524623,0.376129,0.538852,1.000000,0.567039,0.450510,0.549018
0.529818,0.525961,0.570948,0.531614,0.505094,0.432502,0.532324,0.569470,0.386917,0.612813,0.500627,0.507779,0.583812,0.558415,0.438040,0.514547,0.567039,1.000000,0.488623,0.544188
0.652115,0.375646,0.476796,0.507183,0.650371,0.370609,0.426191,0.430280,0.352464,0.571396,0.489822,0.600969,0.471360,0.638355,0.457426,0.489685,0.450510,0.488623,1.000000,0.421564
0.452396,0.527713,0.642663,0.477650,0.434507,0.447647,0.536644,0.676101,0.415746,0.515634,0.482965,0.458940,0.519796,0.486896,0.404531,0.500134,0.549018,0.544188,0.421564,1.000000
