1.000000,0.382573,0.471838,0.481507,0.470626,0.484142,0.471801,0.382374,0.453092,0.460192,0.486577,0.391698,0.415083,0.468359,0.406785,0.479188,0.488713,0.439872,0.430778,0.426634
0.382573,1.000000,0.363336,0.392261,0.388087,0.393424,0.396400,0.328934,0.357808,0.366088,0.393731,0.336604,0.370052,0.360984,0.382040,0.394980,0.395841,0.395829,0.377892,0.358460
0.471838,0.363336,1.000000,0.464128,0.473666,0.453961,0.484334,0.386708,0.469530,0.470210,0.489089,0.394235,0.409766,0.484435,0.388264,0.471764,0.492322,0.424286,0.419481,0.432192
0.481507,0.392261,0.464128,1.000000,0.477829,0.479967,0.485793,0.380701,0.442080,0.449800,0.493163,0.394181,0.417938,0.458218,0.423399,0.481005,0.485077,0.453962,0.437182,0.416652
0.470626,0.388087,0.473666,0.477829,1.000000,0.471563,0.501260,0.378477,0.433425,0.441636,0.487812,0.394220,0.410604,0.464968,0.417523,0.472416,0.491940,0.440522,0.451246,0.407594
0.484142,0.393424,0.453961,0.479967,0.471563,1.000000,0.478251,0.379054,0.452351,0.443810,0.488550,0.388484,0.411161,0.459313,0.419630,0.493470,0.489365,0.453905,0.430874,0.423141
0.471801,0.396400,0.484334,0.485793,0.501260,0.478251,1.000000,0.383514,0.454905,0.462994,0.542331,0.392955,0.420438,0.467638,0.436372,0.483992,0.522375,0.476052,0.453347,0.432899
0.382374,0.328934,0.386708,0.380701,0.378477,0.379054,0.383514,1.000000,0.381505,0.377904,0.392222,0.365826,0.355949,0.386662,0.347493,0.379184,0.389083,0.363278,0.360147,0.358369
0.453092,0.357808,0.469530,0.442080,0.433425,0.452351,0.454905,0.381505,1.000000,0.454162,0.476142,0.392836,0.411961,0.457309,0.375625,0.464389,0.476741,0.425879,0.392608,0.450539
0.460192,0.366088,0.470210,0.449800,0.441636,0.443810,0.462994,0.377904,0.454162,1.000000,0.478875,0.378336,0.400234,0.459872,0.387157,0.457396,0.478358,0.416870,0.414521,0.435094
0.486577,0.393731,0.489089,0.493163,0.487812,0.488550,0.542331,0.392222,0.476142,0.478875,1.000000,0.390417,0.424797,0.484724,0.430959,0.506346,0.539665,0.468360,0.450291,0.459321
0.391698,0.336604,0.394235,0.394181,0.394220,0.388484,0.392955,0.365826,0.392836,0.378336,0.390417,1.000000,0.367109,0.388063,0.355017,0.389156,0.390003,0.376816,0.363652,0.359115
0.415083,0.370052,0.409766,0.417938,0.410604,0.411161,0.420438,0.355949,0.411961,0.400234,0.424797,0.367109,1.000000,0.403587,0.380032,0.415703,0.418785,0.417253,0.382184,0.410989
0.468359,0.360984,0.484435,0.458218,0.464968,0.459313,0.467638,0.386662,0.457309,0.459872,0.484724,0.388063,0.403587,1.000000,0.384570,0.459744,0.474339,0.424357,0.415994,0.422815
0.406785,0.382040,0.388264,0.423399,0.417523,0.419630,0.436372,0.347493,0.375625,0.387157,0.430959,0.355017,0.380032,0.384570,1.000000,0.422349,0.429269,0.422507,0.406222,0.369261
0.479188,0.394980,0.471764,0.481005,0.472416,0.493470,0.483992,0.379184,0.464389,0.457396,0.506346,0.389156,0.415703,0.459744,0.422349,1.000000,0.511032,0.456484,0.426829,0.444686
0.488713,0.395841,0.492322,0.485077,0.491940,0.489365,0.522375,0.389083,0.476741,0.478358,0.539665,0.390003,0.418785,0.474339,0.429269,0.511032,1.000000,0.464946,0.454874,0.451452
0.439872,0.395829,0.424286,0.453962,0.440522,0.453905,0.476052,0.363278,0.425879,0.416870,0.468360,0.376816,0.417253,0.424357,0.422507,0.456484,0.464946,1.000000,0.410042,0.416403
0.430778,0.377892,0.419481,0.437182,0.451246,0.430874,0.453347,0.360147,0.392608,0.414521,0.450291,0.363652,0.382184,0.415994,0.406222,0.426829,0.454874,0.410042,1.000000,0.372346
0.426634,0.358460,0.432192,0.416652,0.407594,0.423141,0.432899,0.358369,0.450539,0.435094,0.459321,0.359115,0.410989,0.422815,0.369261,0.444686,0.451452,0.416403,0.372346,1.000000
