1.000000,0.360337,0.364012,0.363437,0.357889,0.435305,0.408794,0.436860,0.418104,0.410581,0.391342,0.438563,0.403263,0.466723,0.382746,0.408338,0.421683,0.330368,0.379220,0.363084
0.360337,1.000000,0.347701,0.355826,0.341334,0.357640,0.374594,0.360895,0.355808,0.365042,0.363310,0.356979,0.359437,0.363304,0.350460,0.356513,0.355214,0.327367,0.368334,0.357182
0.364012,0.347701,1.000000,0.343644,0.350675,0.362320,0.361514,0.362020,0.360135,0.367813,0.362627,0.362868,0.357207,0.365918,0.339438,0.362805,0.359544,0.323484,0.352782,0.352535
0.363437,0.355826,0.343644,1.000000,0.340565,0.362123,0.381701,0.367686,0.358994,0.364959,0.359883,0.356132,0.359997,0.362433,0.358815,0.365673,0.354082,0.321925,0.362289,0.352933
0.357889,0.341334,0.350675,0.340565,1.000000,0.363028,0.355826,0.360603,0.355445,0.362917,0.355843,0.361557,0.356175,0.357205,0.334032,0.354815,0.358409,0.315059,0.342365,0.346110
0.435305,0.357640,0.362320,0.362123,0.363028,1.000000,0.400752,0.431393,0.415524,0.407808,0.392559,0.436560,0.405034,0.441101,0.377574,0.407468,0.410375,0.325222,0.380740,0.363952
0.408794,0.374594,0.361514,0.381701,0.355826,0.400752,1.000000,0.415432,0.396819,0.406054,0.382883,0.405161,0.402086,0.418067,0.397170,0.394062,0.383928,0.376612,0.397825,0.378188
0.436860,0.360895,0.362020,0.367686,0.360603,0.431393,0.415432,1.000000,0.416516,0.407508,0.388062,0.433353,0.408797,0.445914,0.382913,0.407480,0.405626,0.338309,0.383638,0.365176
0.418104,0.355808,0.360135,0.358994,0.355445,0.415524,0.396819,0.416516,1.000000,0.403991,0.390550,0.414896,0.400583,0.418371,0.369030,0.396456,0.398386,0.320290,0.377575,0.363952
0.410581,0.365042,0.367813,0.364959,0.362917,0.407808,0.406054,0.407508,0.403991,1.000000,0.397408,0.411864,0.393406,0.417075,0.366781,0.391066,0.403751,0.334302,0.377268,0.374086
0.391342,0.363310,0.362627,0.359883,0.355843,0.392559,0.382883,0.388062,0.390550,0.397408,1.000000,0.388143,0.380587,0.391383,0.357833,0.378801,0.394777,0.324566,0.366669,0.365533
0.438563,0.356979,0.362868,0.356132,0.361557,0.436560,0.405161,0.433353,0.414896,0.411864,0.388143,1.000000,0.405380,0.446534,0.376688,0.407773,0.416824,0.325467,0.378940,0.363710
0.403263,0.359437,0.357207,0.359997,0.356175,0.405034,0.402086,0.408797,0.400583,0.393406,0.380587,0.405380,1.000000,0.404868,0.369564,0.401451,0.387223,0.324692,0.383120,0.362081
0.466723,0.363304,0.365918,0.362433,0.357205,0.441101,0.418067,0.445914,0.418371,0.417075,0.391383,0.446534,0.404868,1.000000,0.382268,0.409391,0.420548,0.342271,0.381147,0.368020
0.382746,0.350460,0.339438,0.358815,0.334032,0.377574,0.397170,0.382913,0.369030,0.366781,0.357833,0.376688,0.369564,0.382268,1.000000,0.373789,0.357308,0.314704,0.364697,0.349863
0.408338,0.356513,0.362805,0.365673,0.354815,0.407468,0.394062,0.407480,0.396456,0.391066,0.378801,0.407773,0.401451,0.409391,0.373789,1.000000,0.386860,0.320953,0.378017,0.356812
0.421683,0.355214,0.359544,0.354082,0.358409,0.410375,0.383928,0.405626,0.398386,0.403751,0.394777,0.416824,0.387223,0.420548,0.357308,0.386860,1.000000,0.316881,0.367079,0.356641
0.330368,0.327367,0.323484,0.321925,0.315059,0.325222,0.376612,0.338309,0.320290,0.334302,0.324566,0.325467,0.324692,0.342271,0.314704,0.320953,0.316881,1.000000,0.331695,0.331269
0.379220,0.368334,0.352782,0.362289,0.342365,0.380740,0.397825,0.383638,0.377575,0.377268,0.366669,0.378940,0.383120,0.381147,0.364697,0.378017,0.367079,0.331695,1.000000,0.359473
0.363084,0.357182,0.352535,0.352933,0.346110,0.363952,0.378188,0.365176,0.363952,0.374086,0.365533,0.363710,0.362081,0.368020,0.349863,0.356812,0.356641,0.331269,0.359473,1.000000
